"protein_group","number_of_peptides_CT=mixture;QY=12500 amol;CN=UPS1;CV=Standards Research Group_1","number_of_peptides_CT=mixture;QY=12500 amol;CN=UPS1;CV=Standards Research Group_1","number_of_peptides_CT=mixture;QY=12500 amol;CN=UPS1;CV=Standards Research Group_1","number_of_peptides_CT=mixture;QY=125 amol;CN=UPS1;CV=Standards Research Group_1","number_of_peptides_CT=mixture;QY=125 amol;CN=UPS1;CV=Standards Research Group_1","number_of_peptides_CT=mixture;QY=125 amol;CN=UPS1;CV=Standards Research Group_1","number_of_peptides_CT=mixture;QY=25000 amol;CN=UPS1;CV=Standards Research Group_1","number_of_peptides_CT=mixture;QY=25000 amol;CN=UPS1;CV=Standards Research Group_1","number_of_peptides_CT=mixture;QY=25000 amol;CN=UPS1;CV=Standards Research Group_1","number_of_peptides_CT=mixture;QY=2500 amol;CN=UPS1;CV=Standards Research Group_1","number_of_peptides_CT=mixture;QY=2500 amol;CN=UPS1;CV=Standards Research Group_1","number_of_peptides_CT=mixture;QY=2500 amol;CN=UPS1;CV=Standards Research Group_1","number_of_peptides_CT=mixture;QY=250 amol;CN=UPS1;CV=Standards Research Group_1","number_of_peptides_CT=mixture;QY=250 amol;CN=UPS1;CV=Standards Research Group_1","number_of_peptides_CT=mixture;QY=250 amol;CN=UPS1;CV=Standards Research Group_1","number_of_peptides_CT=mixture;QY=50000 amol;CN=UPS1;CV=Standards Research Group_1","number_of_peptides_CT=mixture;QY=50000 amol;CN=UPS1;CV=Standards Research Group_1","number_of_peptides_CT=mixture;QY=50000 amol;CN=UPS1;CV=Standards Research Group_1","number_of_peptides_CT=mixture;QY=5000 amol;CN=UPS1;CV=Standards Research Group_1","number_of_peptides_CT=mixture;QY=5000 amol;CN=UPS1;CV=Standards Research Group_1","number_of_peptides_CT=mixture;QY=5000 amol;CN=UPS1;CV=Standards Research Group_1","number_of_peptides_CT=mixture;QY=500 amol;CN=UPS1;CV=Standards Research Group_1","number_of_peptides_CT=mixture;QY=500 amol;CN=UPS1;CV=Standards Research Group_1","number_of_peptides_CT=mixture;QY=500 amol;CN=UPS1;CV=Standards Research Group_1","number_of_peptides_CT=mixture;QY=50 amol;CN=UPS1;CV=Standards Research Group_1","number_of_peptides_CT=mixture;QY=50 amol;CN=UPS1;CV=Standards Research Group_1","number_of_peptides_CT=mixture;QY=50 amol;CN=UPS1;CV=Standards Research Group_1","abundance_CT=mixture;QY=125 amol;CN=UPS1;CV=Standards Research Group_1","abundance_CT=mixture;QY=12500 amol;CN=UPS1;CV=Standards Research Group_1","abundance_CT=mixture;QY=250 amol;CN=UPS1;CV=Standards Research Group_1","abundance_CT=mixture;QY=2500 amol;CN=UPS1;CV=Standards Research Group_1","abundance_CT=mixture;QY=25000 amol;CN=UPS1;CV=Standards Research Group_1","abundance_CT=mixture;QY=50 amol;CN=UPS1;CV=Standards Research Group_1","abundance_CT=mixture;QY=500 amol;CN=UPS1;CV=Standards Research Group_1","abundance_CT=mixture;QY=5000 amol;CN=UPS1;CV=Standards Research Group_1","abundance_CT=mixture;QY=50000 amol;CN=UPS1;CV=Standards Research Group_1","log_fold_change_genotypeCT.mixture.QY.125.amol.CN.UPS1.CV.Standards.Research.Group.genotypeCT.mixture.QY.12500.amol.CN.UPS1.CV.Standards.Research.Group.","differential_abundance_pvalue_genotypeCT.mixture.QY.125.amol.CN.UPS1.CV.Standards.Research.Group.genotypeCT.mixture.QY.12500.amol.CN.UPS1.CV.Standards.Research.Group.","differential_abundance_qvalue_genotypeCT.mixture.QY.125.amol.CN.UPS1.CV.Standards.Research.Group.genotypeCT.mixture.QY.12500.amol.CN.UPS1.CV.Standards.Research.Group.","log_fold_change_genotypeCT.mixture.QY.25000.amol.CN.UPS1.CV.Standards.Research.Group.genotypeCT.mixture.QY.12500.amol.CN.UPS1.CV.Standards.Research.Group.","differential_abundance_pvalue_genotypeCT.mixture.QY.25000.amol.CN.UPS1.CV.Standards.Research.Group.genotypeCT.mixture.QY.12500.amol.CN.UPS1.CV.Standards.Research.Group.","differential_abundance_qvalue_genotypeCT.mixture.QY.25000.amol.CN.UPS1.CV.Standards.Research.Group.genotypeCT.mixture.QY.12500.amol.CN.UPS1.CV.Standards.Research.Group.","log_fold_change_genotypeCT.mixture.QY.2500.amol.CN.UPS1.CV.Standards.Research.Group.genotypeCT.mixture.QY.12500.amol.CN.UPS1.CV.Standards.Research.Group.","differential_abundance_pvalue_genotypeCT.mixture.QY.2500.amol.CN.UPS1.CV.Standards.Research.Group.genotypeCT.mixture.QY.12500.amol.CN.UPS1.CV.Standards.Research.Group.","differential_abundance_qvalue_genotypeCT.mixture.QY.2500.amol.CN.UPS1.CV.Standards.Research.Group.genotypeCT.mixture.QY.12500.amol.CN.UPS1.CV.Standards.Research.Group.","log_fold_change_genotypeCT.mixture.QY.250.amol.CN.UPS1.CV.Standards.Research.Group.genotypeCT.mixture.QY.12500.amol.CN.UPS1.CV.Standards.Research.Group.","differential_abundance_pvalue_genotypeCT.mixture.QY.250.amol.CN.UPS1.CV.Standards.Research.Group.genotypeCT.mixture.QY.12500.amol.CN.UPS1.CV.Standards.Research.Group.","differential_abundance_qvalue_genotypeCT.mixture.QY.250.amol.CN.UPS1.CV.Standards.Research.Group.genotypeCT.mixture.QY.12500.amol.CN.UPS1.CV.Standards.Research.Group.","log_fold_change_genotypeCT.mixture.QY.50000.amol.CN.UPS1.CV.Standards.Research.Group.genotypeCT.mixture.QY.12500.amol.CN.UPS1.CV.Standards.Research.Group.","differential_abundance_pvalue_genotypeCT.mixture.QY.50000.amol.CN.UPS1.CV.Standards.Research.Group.genotypeCT.mixture.QY.12500.amol.CN.UPS1.CV.Standards.Research.Group.","differential_abundance_qvalue_genotypeCT.mixture.QY.50000.amol.CN.UPS1.CV.Standards.Research.Group.genotypeCT.mixture.QY.12500.amol.CN.UPS1.CV.Standards.Research.Group.","log_fold_change_genotypeCT.mixture.QY.5000.amol.CN.UPS1.CV.Standards.Research.Group.genotypeCT.mixture.QY.12500.amol.CN.UPS1.CV.Standards.Research.Group.","differential_abundance_pvalue_genotypeCT.mixture.QY.5000.amol.CN.UPS1.CV.Standards.Research.Group.genotypeCT.mixture.QY.12500.amol.CN.UPS1.CV.Standards.Research.Group.","differential_abundance_qvalue_genotypeCT.mixture.QY.5000.amol.CN.UPS1.CV.Standards.Research.Group.genotypeCT.mixture.QY.12500.amol.CN.UPS1.CV.Standards.Research.Group.","log_fold_change_genotypeCT.mixture.QY.500.amol.CN.UPS1.CV.Standards.Research.Group.genotypeCT.mixture.QY.12500.amol.CN.UPS1.CV.Standards.Research.Group.","differential_abundance_pvalue_genotypeCT.mixture.QY.500.amol.CN.UPS1.CV.Standards.Research.Group.genotypeCT.mixture.QY.12500.amol.CN.UPS1.CV.Standards.Research.Group.","differential_abundance_qvalue_genotypeCT.mixture.QY.500.amol.CN.UPS1.CV.Standards.Research.Group.genotypeCT.mixture.QY.12500.amol.CN.UPS1.CV.Standards.Research.Group.","log_fold_change_genotypeCT.mixture.QY.50.amol.CN.UPS1.CV.Standards.Research.Group.genotypeCT.mixture.QY.12500.amol.CN.UPS1.CV.Standards.Research.Group.","differential_abundance_pvalue_genotypeCT.mixture.QY.50.amol.CN.UPS1.CV.Standards.Research.Group.genotypeCT.mixture.QY.12500.amol.CN.UPS1.CV.Standards.Research.Group.","differential_abundance_qvalue_genotypeCT.mixture.QY.50.amol.CN.UPS1.CV.Standards.Research.Group.genotypeCT.mixture.QY.12500.amol.CN.UPS1.CV.Standards.Research.Group."
"Q01519",2,1,NA,3,3,2,2,NA,3,2,2,NA,NA,NA,NA,NA,NA,2,3,NA,2,NA,3,NA,NA,2,NA,NA,19.7612798327822,19.8040046335852,19.8829102684107,19.7529878391159,19.6556606274439,19.9276097419066,19.7328084292502,19.8153403407696,-0.0959801882542377,0.172618377275635,0.514414233941012,-0.122618278845417,0.08514861913302,0.520035190678176,0.141487301647778,0.0467837184835131,0.337511111916773,-0.00978034932194167,0.890802236392239,1,-0.23399675954886,0.00146838289721544,0.00799257517107087,0.0417640836614347,0.560001273833732,0.966182999375552,-0.00567300465005272,0.936609190531298,1,-0.216168616673651,0.00489783487077735,0.0192905952366582
"P00915ups",NA,2,4,NA,NA,NA,7,3,5,NA,NA,NA,NA,NA,NA,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7250224911888,19.1738974737836,16.1649427409886,17.0556478273835,20.1357779055234,15.3605507295191,16.248633395534,17.949998531587,21.4231862978365,-3.56336137906347,9.59391747076486e-31,9.56193774586231e-29,0.749919748457683,2.51900187181156e-10,1.14614585167426e-08,-2.14103514399769,1.42744622400497e-37,1.29754861762052e-35,-3.16674353092396,2.6505520726805e-28,1.8309198163593e-26,1.88107260528785,1.45934610669484e-34,1.10545467582134e-32,-1.19647805484887,1.74081074666572e-20,1.21455026709677e-18,-4.18808084723603,2.37391461816293e-29,1.42434877089776e-27,-4.13360347261397,1.6803582253079e-33,1.67662409591833e-31
"P11745",4,5,4,5,5,3,4,4,4,4,6,7,3,4,4,4,5,4,3,4,4,3,3,3,5,4,3,20.0379855073138,19.7743698788045,19.8915550546229,19.7948519937081,NA,20.0189048968201,20.0512073683243,19.8145494246196,20.002764385735,0.0557579842250763,0.23720010128794,0.62712017216976,-0.0134022943762418,0.775292377573268,1,0.0411600452447588,0.381727245110038,0.892429980763886,0.0120093717647647,0.798101899812197,1,-0.0480496040746461,0.308650091385752,0.564277941120595,0.0447454165779859,0.341867291217578,0.783026079928476,0.0592065733695743,0.211077756330041,0.637483156701465,0.0177742266599885,0.716125199286616,0.996499540536343
"P22141",NA,NA,2,2,2,3,2,NA,NA,NA,NA,NA,2,2,NA,2,2,2,1,2,NA,2,2,NA,2,4,NA,19.1128225005821,18.9233258812115,NA,18.9535332462888,18.9457131048001,19.2127935558116,19.0275309200902,18.9207161476149,19.0159872478893,1.29866993434698e-20,0.999999999908467,1,-1.94667464043472e-20,0.999999999862794,1,6.67035532666528e-20,0.999999999529859,1,1.28756062916717e-20,0.99999999990925,1,-1.04103419665327e-19,0.999999999266256,1,4.70109747459106e-20,0.999999999668656,1,-2.83582917088115e-20,0.999999999800125,1,1.14701759810735e-20,0.999999999919156,1
"P00498",2,4,3,4,2,2,3,1,2,NA,5,NA,3,3,3,4,3,3,4,4,NA,NA,3,NA,6,7,5,19.945818349086,NA,NA,19.7096147745463,19.871879888716,20.4423197473839,19.7299158293896,19.7006080933888,19.7694550224849,-7.90778650612832e-20,0.999999999586177,1,-6.57064536320351e-20,0.999999999656151,1,-6.4867869608783e-20,0.999999999660539,1,-4.16187657088462e-21,0.99999999997822,1,-2.33845637502355e-19,0.999999998776259,1,-3.06135551665872e-20,0.999999999839796,1,-1.21348714840759e-19,0.999999999364968,1,3.79656621547744e-20,0.999999999801321,1
"P32381",NA,3,5,3,4,3,3,NA,3,NA,3,3,3,4,4,3,2,2,3,NA,4,2,3,3,4,4,5,19.4519861636345,19.3184009859548,19.4782796757475,19.504177004816,NA,19.5478964861225,19.6088226900578,19.4635481583654,19.5910653268342,0.0176517430229087,0.7806096048771,1,-0.0212014293385023,0.734090907279762,1,0.185456735132341,0.00378199185482087,0.055448880581164,0.0526744388101358,0.398435058380892,0.918714006859426,-0.0526430302372564,0.404168176541719,0.679092185723517,0.13611550113305,0.0313877241993964,0.237238882073771,0.0901012145930841,0.154228143096804,0.535927910374996,-0.140118538779049,0.033904208163013,0.0957420721081312
"P40069",9,8,5,12,11,8,7,8,10,7,7,7,8,8,10,8,5,8,7,8,9,9,7,6,11,7,10,19.8719413435529,19.7239162292089,19.7897978989752,19.7955104572537,NA,19.8681839589041,19.9423980112211,19.7537106180394,19.9046289164978,-0.0230002866534676,0.542150178140137,0.96817098924953,-0.0264081268257786,0.485023215943234,1,0.0703425102447894,0.0645005489114888,0.393496637319083,-0.00753149081804096,0.840280216387027,1,-0.148683526114681,9.54067633971569e-05,0.000811492080676383,0.0599905929620251,0.113046004966377,0.483644936342001,0.0566047773390254,0.136952906590599,0.50515416365385,-0.0866606736937933,0.0322788017616749,0.0923132610891211
"P49723",9,9,10,9,9,8,9,10,8,12,9,9,9,7,8,11,10,9,10,12,9,10,8,9,9,14,8,21.1268101451321,21.1693033151183,21.1344737377096,NA,21.2185120013583,21.1955816234521,21.264825135268,NA,21.2811256189941,-0.0818830129378879,0.114126990169933,0.393627002680089,-0.0434275746714298,0.398542000917924,0.981114249570948,0.038735149453051,0.447142095214112,0.954113062323069,-0.0283945761750443,0.580710408532567,1,-0.0936513136603972,0.0723164639815108,0.193340193409392,0.0456799856193494,0.370870521824893,0.799618183384949,-0.0317287408904834,0.538893692428001,0.992820298239248,-0.0431005358976484,0.419980603423072,0.690737329439411
"P00812",6,5,4,7,6,4,7,5,5,6,7,5,5,5,6,5,8,7,7,6,4,5,5,6,7,8,9,NA,19.8228083541731,19.9226684937815,19.8878535107363,19.9741259682029,19.9841797089965,19.9935204502824,NA,19.9010588159706,-0.0242397933906102,0.660482705222386,1,-0.0699842722236633,0.213736629806114,0.797742295178315,0.051027673149329,0.356218396173492,0.886005002704552,0.0633013601847897,0.253876299456347,0.742608849875569,-0.227542361838666,9.90735786411093e-05,0.000833869286896003,0.0811748835346005,0.143949307076455,0.537292269622818,0.011698684948243,0.832030956870762,1,-0.160242200199186,0.0059922711482642,0.0226094936602574
"Q08977",6,4,5,7,8,7,NA,5,8,6,7,5,7,9,7,7,8,8,5,6,7,5,9,7,10,7,9,19.0417163982708,19.0658965145801,19.0234587889809,19.0517816538272,19.1839950254072,19.3708501759891,19.1878717958104,NA,19.2396816333183,-2.26365245257336e-07,0.997933561845805,1,-1.16515990650711e-07,0.998936350457326,1,8.18890888909865e-08,0.99925245189607,1,-9.73644624934217e-08,0.999111180585341,1,-3.0620894316877e-07,0.997204689047292,1,1.12513878343695e-07,0.998972884855833,1,-1.9264816334079e-08,0.999824135559608,1,-3.10014461433957e-08,0.999716994379455,1
"P31539",28,27,32,24,27,26,30,26,26,28,27,28,25,30,27,28,26,26,29,26,29,31,30,29,27,25,31,NA,20.2076550510143,20.1544182085699,20.2037223624164,20.3051115488227,20.3859680897824,20.2711888664742,20.18296901951,20.3763207883517,-0.0462714849828188,0.235600151512814,0.626855115697962,-0.00597172779877937,0.880601314539165,1,0.0386378801323478,0.327243033469841,0.852409952681009,-0.0357269436137993,0.361468144095926,0.880437056991519,-0.0692146251651934,0.0772635602616994,0.201239473575601,0.038352312745225,0.331035121070313,0.777846774121175,-0.0370709803320018,0.33946587730985,0.800867483185689,-0.0364940353937516,0.365872740490202,0.630621345413054
